YEAR,MO,DY,T2M,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,LAT,LON
1982,4,6,30.95,19.2,31.08,-258.31,38.76,23.91,6.59,25.31,0,98.5,2.36,3.48,0.48,2.99,3.63,6.77,0.48,6.28,27.24,84.78
1982,4,7,31.33,18.77,31.95,-256.76,39.98,23.58,6.1,22.56,0.4,98.49,3.16,5.08,1.4,3.68,4.93,8.15,1.72,6.43,27.24,84.78
1982,4,8,28.22,16.37,29.01,-258.1,36.54,21.49,5.55,25.44,0.01,98.41,4.44,7.23,2.99,4.24,6.8,8.26,4.91,3.36,27.24,84.78
1982,4,9,27.86,16.57,28.44,-255.68,36.52,19.05,5.68,26.31,0.28,98.44,1.98,3.13,0.16,2.97,2.73,5.77,0.25,5.52,27.24,84.78
1982,4,10,29.47,17.01,29.14,-256.11,37.22,20.18,5.43,22.25,0,98.52,2.77,4.38,0.83,3.55,3.51,5.66,1.02,4.63,27.24,84.78
1982,4,11,29.93,17.13,30,-255.7,38.12,20.67,5.31,21.44,0,98.41,2.32,3.65,0.35,3.3,2.99,5.36,0.45,4.91,27.24,84.78
1982,4,12,28.84,16.53,29.83,-256.25,37.68,20.78,5.25,22.88,0.01,98.37,3.19,4.82,2.45,2.37,4.73,5.97,2.58,3.39,27.24,84.78
1982,4,13,29.8,17.21,30.33,-256.28,37.64,20.77,5.43,21.75,0.03,98.19,2.88,4.57,0.99,3.58,3.95,6.7,1.54,5.16,27.24,84.78
1982,4,14,29.35,18.55,30.16,-257.85,36.83,21.53,6.71,27.06,0.02,98.25,3.02,5.33,0.46,4.88,4.03,6.08,0.68,5.39,27.24,84.78
1982,4,15,30.39,18.76,31.21,-255.51,38.97,21.33,6.53,26.5,0.15,98.05,2.75,3.91,0.8,3.11,3.98,5.77,1.04,4.73,27.24,84.78
1982,4,16,29.64,20.4,31.37,-257.48,37.82,22.15,8.54,34.19,0.12,98.11,3.55,6.16,0.89,5.27,5.05,7.29,1.16,6.13,27.24,84.78
1982,4,17,30.26,21.23,31.65,-257.4,38.09,22.34,9.09,35.31,1.52,97.98,3.1,5.05,1,4.05,4.41,6.47,1.58,4.89,27.24,84.78
1982,4,18,28.71,21.81,29.84,-260.77,35.3,22.91,10.86,44.69,7.27,98.06,2.84,5.5,0.33,5.17,4.28,7.41,0.24,7.16,27.24,84.78
